,drug_1,drug_2,context,label
2808,2567,216453,DLD1,0
2809,2567,208908,DLD1,0
2810,2567,24964624,DLD1,0
2811,2567,24958200,DLD1,0
2812,2567,24958200,DLD1,1
2813,2567,24748204,DLD1,0
2814,2567,24748204,DLD1,1
2815,2567,11520894,DLD1,0
2816,2567,11520894,DLD1,1
2817,2567,46239015,DLD1,0
2818,2567,9826528,DLD1,0
2819,2567,9826528,DLD1,1
2820,2567,216239,DLD1,0
2821,2567,5329102,DLD1,0
2822,2567,5394,DLD1,0
2823,2567,5311,DLD1,0
2824,2907,11960529,DLD1,1
2825,2907,176870,DLD1,0
2826,2907,5288382,DLD1,0
2827,2907,216453,DLD1,0
2828,2907,208908,DLD1,0
2829,2907,24958200,DLD1,0
2830,2907,11520894,DLD1,1
2831,2907,46239015,DLD1,0
2832,2907,9826528,DLD1,0
2833,2907,5394,DLD1,1
2834,3062316,11960529,DLD1,0
2835,3062316,11977753,DLD1,1
2836,3062316,46926350,DLD1,1
2837,3062316,5288382,DLD1,1
2838,3062316,11520894,DLD1,1
2839,3062316,46239015,DLD1,1
2840,3062316,498162,DLD1,0
2841,3062316,104842,DLD1,1
2842,3062316,216239,DLD1,1
2843,3062316,60700,DLD1,0
2844,3062316,60700,DLD1,1
2845,5743,11960529,DLD1,1
2846,5743,46926350,DLD1,0
2847,5743,176870,DLD1,0
2848,5743,5288382,DLD1,0
2849,5743,216453,DLD1,0
2850,5743,208908,DLD1,0
2851,5743,24964624,DLD1,1
2852,5743,24958200,DLD1,0
2853,5743,24748204,DLD1,1
2854,5743,11520894,DLD1,1
2855,5743,46239015,DLD1,1
2856,5743,46239015,DLD1,0
2857,5743,9826528,DLD1,1
2858,5743,216239,DLD1,1
2859,5743,5329102,DLD1,1
2860,5743,5394,DLD1,1
2861,31703,11960529,DLD1,0
2862,31703,24856436,DLD1,0
2863,31703,11977753,DLD1,1
2864,31703,387447,DLD1,0
2865,31703,3062316,DLD1,1
2866,31703,46926350,DLD1,0
2867,31703,46926350,DLD1,1
2868,31703,176870,DLD1,0
2869,31703,5288382,DLD1,0
2870,31703,216453,DLD1,0
2871,31703,208908,DLD1,1
2872,31703,24958200,DLD1,0
2873,31703,24748204,DLD1,1
2874,31703,11520894,DLD1,1
2875,31703,46239015,DLD1,0
2876,31703,46239015,DLD1,1
2877,31703,9826528,DLD1,0
2878,31703,216239,DLD1,1
2879,31703,5329102,DLD1,0
2880,31703,5311,DLD1,1
2881,176870,11960529,DLD1,0
2882,176870,11977753,DLD1,1
2883,176870,387447,DLD1,1
2884,176870,3062316,DLD1,1
2885,176870,46926350,DLD1,1
2886,176870,5288382,DLD1,1
2887,176870,11520894,DLD1,1
2888,176870,46239015,DLD1,1
2889,176870,498162,DLD1,0
2890,176870,9826528,DLD1,1
2891,176870,104842,DLD1,1
2892,176870,216239,DLD1,1
2893,176870,60700,DLD1,1
2894,36462,11960529,DLD1,0
2895,36462,24856436,DLD1,0
2896,36462,11977753,DLD1,0
2897,36462,3062316,DLD1,1
2898,36462,46926350,DLD1,1
2899,36462,176870,DLD1,1
2900,36462,208908,DLD1,1
2901,36462,24958200,DLD1,0
2902,36462,24748204,DLD1,1
2903,36462,11520894,DLD1,0
2904,36462,46239015,DLD1,1
2905,36462,9826528,DLD1,0
2906,36462,9826528,DLD1,1
2907,36462,216239,DLD1,1
2908,36462,5329102,DLD1,0
2909,36462,5311,DLD1,1
2910,5288382,11977753,DLD1,1
2911,5288382,46926350,DLD1,1
2912,5288382,46239015,DLD1,1
2913,5288382,498162,DLD1,1
2914,5288382,498162,DLD1,0
2915,5288382,104842,DLD1,1
2916,5288382,216239,DLD1,1
2917,5288382,60700,DLD1,1
2918,60749,11960529,DLD1,0
2919,60749,24856436,DLD1,1
2920,60749,11977753,DLD1,1
2921,60749,3062316,DLD1,1
2922,60749,176870,DLD1,1
2923,60749,208908,DLD1,0
2924,60749,24964624,DLD1,1
2925,60749,24958200,DLD1,0
2926,60749,24748204,DLD1,1
2927,60749,11520894,DLD1,0
2928,60749,11520894,DLD1,1
2929,60749,46239015,DLD1,1
2930,60749,216239,DLD1,1
2931,60749,5329102,DLD1,0
2932,60749,5394,DLD1,0
2933,216453,11960529,DLD1,0
2934,216453,24856436,DLD1,1
2935,216453,11977753,DLD1,1
2936,216453,387447,DLD1,0
2937,216453,3062316,DLD1,1
2938,216453,46926350,DLD1,1
2939,216453,36462,DLD1,0
2940,216453,5288382,DLD1,1
2941,216453,60749,DLD1,1
2942,216453,208908,DLD1,1
2943,216453,24964624,DLD1,1
2944,216453,11520894,DLD1,1
2945,216453,46239015,DLD1,0
2946,216453,46239015,DLD1,1
2947,216453,9826528,DLD1,1
2948,216453,104842,DLD1,0
2949,216453,216239,DLD1,1
2950,216453,5329102,DLD1,1
2951,216453,5394,DLD1,0
2952,216453,5311497,DLD1,0
2953,216453,5311,DLD1,1
2954,208908,11960529,DLD1,0
2955,208908,11977753,DLD1,1
2956,208908,387447,DLD1,1
2957,208908,3062316,DLD1,1
2958,208908,46926350,DLD1,1
2959,208908,176870,DLD1,1
2960,208908,5288382,DLD1,1
2961,208908,24964624,DLD1,1
2962,208908,24958200,DLD1,0
2963,208908,24958200,DLD1,1
2964,208908,24748204,DLD1,1
2965,208908,11520894,DLD1,1
2966,208908,46239015,DLD1,1
2967,208908,498162,DLD1,0
2968,208908,9826528,DLD1,1
2969,208908,104842,DLD1,1
2970,208908,216239,DLD1,1
2971,208908,60700,DLD1,1
2972,4091,11960529,DLD1,1
2973,4091,24856436,DLD1,0
2974,4091,208908,DLD1,0
2975,4091,24964624,DLD1,0
2976,4091,24958200,DLD1,0
2977,4091,46239015,DLD1,0
2978,4091,9826528,DLD1,0
2979,4091,9826528,DLD1,1
2980,4091,5394,DLD1,1
2981,126941,11960529,DLD1,0
2982,126941,24856436,DLD1,0
2983,126941,11977753,DLD1,0
2984,126941,3062316,DLD1,0
2985,126941,46926350,DLD1,1
2986,126941,176870,DLD1,0
2987,126941,5288382,DLD1,0
2988,126941,216453,DLD1,0
2989,126941,208908,DLD1,0
2990,126941,24964624,DLD1,0
2991,126941,24958200,DLD1,0
2992,126941,24748204,DLD1,0
2993,126941,11520894,DLD1,0
2994,126941,46239015,DLD1,0
2995,126941,9826528,DLD1,0
2996,126941,216239,DLD1,1
2997,126941,5329102,DLD1,0
2998,126941,5394,DLD1,0
2999,126941,5311,DLD1,0
3000,5746,24856436,DLD1,0
3001,5746,11977753,DLD1,0
3002,5746,387447,DLD1,0
3003,5746,3062316,DLD1,1
3004,5746,46926350,DLD1,0
3005,5746,176870,DLD1,0
3006,5746,5288382,DLD1,1
3007,5746,5288382,DLD1,0
3008,5746,216453,DLD1,0
3009,5746,208908,DLD1,1
3010,5746,24958200,DLD1,0
3011,5746,24748204,DLD1,0
3012,5746,11520894,DLD1,1
3013,5746,11520894,DLD1,0
3014,5746,46239015,DLD1,1
3015,5746,9826528,DLD1,1
3016,5746,216239,DLD1,0
3017,5746,5329102,DLD1,1
3018,5746,5311,DLD1,0
3019,24964624,387447,DLD1,0
3020,24964624,3062316,DLD1,1
3021,24964624,176870,DLD1,1
3022,24964624,5288382,DLD1,1
3023,24964624,11520894,DLD1,1
3024,24964624,498162,DLD1,0
3025,24964624,9826528,DLD1,1
3026,24964624,104842,DLD1,1
3027,24964624,216239,DLD1,1
3028,59691338,3385,DLD1,1
3029,59691338,11960529,DLD1,0
3030,59691338,24856436,DLD1,1
3031,59691338,11977753,DLD1,0
3032,59691338,11977753,DLD1,1
3033,59691338,387447,DLD1,1
3034,59691338,2567,DLD1,0
3035,59691338,2907,DLD1,1
3036,59691338,3062316,DLD1,0
3037,59691338,5743,DLD1,1
3038,59691338,46926350,DLD1,0
3039,59691338,31703,DLD1,0
3040,59691338,176870,DLD1,1
3041,59691338,36462,DLD1,1
3042,59691338,36462,DLD1,0
3043,59691338,5288382,DLD1,0
3044,59691338,5288382,DLD1,1
3045,59691338,60749,DLD1,0
3046,59691338,208908,DLD1,1
3047,59691338,4091,DLD1,0
3048,59691338,126941,DLD1,0
3049,59691338,5746,DLD1,0
3050,59691338,24964624,DLD1,1
3051,59691338,24958200,DLD1,0
3052,59691338,24748204,DLD1,0
3053,59691338,11520894,DLD1,0
3054,59691338,11520894,DLD1,1
3055,59691338,46239015,DLD1,0
3056,59691338,15953832,DLD1,1
3057,59691338,498162,DLD1,0
3058,59691338,104842,DLD1,0
3059,59691338,216239,DLD1,1
3060,59691338,5329102,DLD1,1
3061,59691338,5329102,DLD1,0
3062,59691338,5394,DLD1,0
3063,59691338,13342,DLD1,0
3064,59691338,5311497,DLD1,0
3065,59691338,5311497,DLD1,1
3066,59691338,5311,DLD1,1
3067,24958200,11960529,DLD1,0
3068,24958200,11977753,DLD1,0
3069,24958200,11977753,DLD1,1
3070,24958200,387447,DLD1,0
3071,24958200,3062316,DLD1,1
3072,24958200,3062316,DLD1,0
3073,24958200,46926350,DLD1,0
3074,24958200,176870,DLD1,0
3075,24958200,5288382,DLD1,0
3076,24958200,5288382,DLD1,1
3077,24958200,11520894,DLD1,0
3078,24958200,46239015,DLD1,0
3079,24958200,46239015,DLD1,1
3080,24958200,498162,DLD1,0
3081,24958200,9826528,DLD1,1
3082,24958200,9826528,DLD1,0
3083,24958200,104842,DLD1,1
3084,24958200,216239,DLD1,1
3085,24958200,60700,DLD1,1
3086,24748204,11960529,DLD1,1
3087,24748204,387447,DLD1,0
3088,24748204,3062316,DLD1,1
3089,24748204,176870,DLD1,1
3090,24748204,5288382,DLD1,0
3091,24748204,5288382,DLD1,1
3092,24748204,24958200,DLD1,0
3093,24748204,11520894,DLD1,1
3094,24748204,46239015,DLD1,0
3095,24748204,498162,DLD1,0
3096,24748204,9826528,DLD1,1
3097,24748204,104842,DLD1,0
3098,24748204,104842,DLD1,1
3099,24748204,216239,DLD1,1
3100,24748204,60700,DLD1,1
3101,11520894,11977753,DLD1,1
3102,11520894,46926350,DLD1,1
3103,11520894,5288382,DLD1,0
3104,11520894,5288382,DLD1,1
3105,11520894,46239015,DLD1,1
3106,11520894,498162,DLD1,0
3107,11520894,104842,DLD1,0
3108,11520894,216239,DLD1,1
3109,11520894,60700,DLD1,1
3110,15953832,3385,DLD1,1
3111,15953832,24856436,DLD1,1
3112,15953832,11977753,DLD1,1
3113,15953832,2567,DLD1,0
3114,15953832,3062316,DLD1,1
3115,15953832,46926350,DLD1,1
3116,15953832,31703,DLD1,1
3117,15953832,176870,DLD1,1
3118,15953832,36462,DLD1,1
3119,15953832,5288382,DLD1,1
3120,15953832,208908,DLD1,1
3121,15953832,126941,DLD1,0
3122,15953832,5746,DLD1,0
3123,15953832,24964624,DLD1,1
3124,15953832,11520894,DLD1,1
3125,15953832,498162,DLD1,0
3126,15953832,36314,DLD1,1
3127,15953832,9826528,DLD1,1
3128,15953832,216239,DLD1,1
3129,15953832,5329102,DLD1,1
3130,15953832,60700,DLD1,1
3131,15953832,13342,DLD1,1
3132,15953832,5311497,DLD1,1
3133,15953832,5311,DLD1,1
3134,498162,46926350,DLD1,0
3135,498162,46239015,DLD1,0
3136,36314,11977753,DLD1,1
3137,36314,387447,DLD1,1
3138,36314,3062316,DLD1,1
3139,36314,46926350,DLD1,1
3140,36314,176870,DLD1,1
3141,36314,5288382,DLD1,0
3142,36314,208908,DLD1,1
3143,36314,24964624,DLD1,1
3144,36314,24958200,DLD1,0
3145,36314,24748204,DLD1,1
3146,36314,11520894,DLD1,1
3147,36314,216239,DLD1,1
3148,36314,5311,DLD1,1
3149,9826528,11960529,DLD1,0
3150,9826528,11977753,DLD1,1
3151,9826528,3062316,DLD1,1
3152,9826528,5288382,DLD1,1
3153,9826528,11520894,DLD1,1
3154,9826528,498162,DLD1,0
3155,9826528,498162,DLD1,1
3156,9826528,216239,DLD1,1
3157,9826528,60700,DLD1,1
3158,104842,46926350,DLD1,0
3159,104842,46239015,DLD1,0
3160,104842,216239,DLD1,1
3161,216239,46926350,DLD1,1
3162,216239,46239015,DLD1,1
3163,5329102,11977753,DLD1,1
3164,5329102,3062316,DLD1,1
3165,5329102,176870,DLD1,1
3166,5329102,5288382,DLD1,1
3167,5329102,208908,DLD1,1
3168,5329102,24964624,DLD1,1
3169,5329102,24958200,DLD1,0
3170,5329102,24958200,DLD1,1
3171,5329102,24748204,DLD1,0
3172,5329102,24748204,DLD1,1
3173,5329102,11520894,DLD1,1
3174,5329102,46239015,DLD1,1
3175,5329102,498162,DLD1,0
3176,5329102,9826528,DLD1,1
3177,5329102,104842,DLD1,1
3178,5329102,216239,DLD1,1
3179,5329102,60700,DLD1,0
3180,5394,11960529,DLD1,1
3181,5394,24856436,DLD1,0
3182,5394,3062316,DLD1,0
3183,5394,46239015,DLD1,0
3184,5394,498162,DLD1,0
3185,5394,9826528,DLD1,1
3186,5394,104842,DLD1,0
3187,60700,11977753,DLD1,1
3188,60700,46926350,DLD1,1
3189,60700,46239015,DLD1,1
3190,60700,216239,DLD1,1
3191,13342,11960529,DLD1,0
3192,13342,24856436,DLD1,0
3193,13342,11977753,DLD1,1
3194,13342,387447,DLD1,0
3195,13342,3062316,DLD1,1
3196,13342,46926350,DLD1,0
3197,13342,176870,DLD1,1
3198,13342,5288382,DLD1,0
3199,13342,216453,DLD1,1
3200,13342,208908,DLD1,1
3201,13342,24958200,DLD1,0
3202,13342,24748204,DLD1,0
3203,13342,11520894,DLD1,1
3204,13342,46239015,DLD1,0
3205,13342,216239,DLD1,1
3206,13342,5394,DLD1,0
3207,13342,5311,DLD1,0
3208,5311497,11960529,DLD1,0
3209,5311497,24856436,DLD1,0
3210,5311497,11977753,DLD1,1
3211,5311497,387447,DLD1,0
3212,5311497,3062316,DLD1,1
3213,5311497,46926350,DLD1,1
3214,5311497,176870,DLD1,1
3215,5311497,5288382,DLD1,0
3216,5311497,208908,DLD1,1
3217,5311497,24964624,DLD1,1
3218,5311497,24958200,DLD1,0
3219,5311497,24748204,DLD1,0
3220,5311497,11520894,DLD1,0
3221,5311497,11520894,DLD1,1
3222,5311497,46239015,DLD1,1
3223,5311497,9826528,DLD1,0
3224,5311497,216239,DLD1,1
3225,5311497,5329102,DLD1,1
3226,5311,24856436,DLD1,1
3227,5311,11977753,DLD1,1
3228,5311,11977753,DLD1,0
3229,5311,387447,DLD1,1
3230,5311,46926350,DLD1,0
3231,5311,176870,DLD1,1
3232,5311,5288382,DLD1,1
3233,5311,60749,DLD1,1
3234,5311,208908,DLD1,1
3235,5311,24964624,DLD1,1
3236,5311,24958200,DLD1,0
3237,5311,24958200,DLD1,1
3238,5311,24748204,DLD1,0
3239,5311,24748204,DLD1,1
3240,5311,11520894,DLD1,1
3241,5311,46239015,DLD1,1
3242,5311,9826528,DLD1,1
3243,5311,216239,DLD1,1
3244,5311,5394,DLD1,0
3245,5311,60700,DLD1,1
3666,3385,24856436,ES2,1
3667,3385,387447,ES2,1
3668,3385,3062316,ES2,1
3669,3385,176870,ES2,1
3670,3385,5288382,ES2,0
3671,3385,216453,ES2,1
3672,3385,208908,ES2,0
3673,3385,208908,ES2,1
3674,3385,24964624,ES2,0
3675,3385,24958200,ES2,0
3676,3385,24748204,ES2,1
3677,3385,11520894,ES2,1
3678,3385,46239015,ES2,1
3679,3385,216239,ES2,1
3680,3385,5329102,ES2,1
3681,3385,5394,ES2,0
3682,3385,5311,ES2,1
3683,11960529,11520894,ES2,0
3684,11960529,46239015,ES2,0
3685,11960529,498162,ES2,0
3686,11960529,104842,ES2,0
3687,11960529,216239,ES2,1
3688,24856436,11977753,ES2,1
3689,24856436,387447,ES2,1
3690,24856436,3062316,ES2,1
3691,24856436,5288382,ES2,1
3692,24856436,208908,ES2,1
3693,24856436,24958200,ES2,0
3694,24856436,24958200,ES2,1
3695,24856436,24748204,ES2,1
3696,24856436,11520894,ES2,1
3697,24856436,46239015,ES2,1
3698,24856436,498162,ES2,1
3699,24856436,9826528,ES2,1
3700,24856436,104842,ES2,1
3701,24856436,216239,ES2,1
3702,11977753,46926350,ES2,1
3703,11977753,46239015,ES2,1
3704,11977753,104842,ES2,1
3705,11977753,216239,ES2,1
3706,387447,11977753,ES2,1
3707,387447,3062316,ES2,1
3708,387447,46926350,ES2,1
3709,387447,5288382,ES2,1
3710,387447,11520894,ES2,1
3711,387447,498162,ES2,1
3712,387447,104842,ES2,1
3713,387447,216239,ES2,1
3714,387447,60700,ES2,1
3715,2567,11960529,ES2,1
3716,2567,24856436,ES2,1
3717,2567,11977753,ES2,1
3718,2567,387447,ES2,1
3719,2567,3062316,ES2,1
3720,2567,46926350,ES2,1
3721,2567,176870,ES2,1
3722,2567,5288382,ES2,1
3723,2567,216453,ES2,1
3724,2567,208908,ES2,1
3725,2567,24964624,ES2,1
3726,2567,24958200,ES2,1
3727,2567,24748204,ES2,1
3728,2567,11520894,ES2,1
3729,2567,46239015,ES2,1
3730,2567,9826528,ES2,1
3731,2567,216239,ES2,1
3732,2567,5329102,ES2,1
3733,2567,5311,ES2,1
3734,2907,3062316,ES2,0
3735,2907,3062316,ES2,1
3736,2907,176870,ES2,1
3737,2907,5288382,ES2,0
3738,2907,216453,ES2,0
3739,2907,208908,ES2,0
3740,2907,24964624,ES2,0
3741,2907,24958200,ES2,0
3742,2907,24748204,ES2,0
3743,2907,11520894,ES2,0
3744,3062316,11960529,ES2,1
3745,3062316,11960529,ES2,0
3746,3062316,5288382,ES2,0
3747,3062316,11520894,ES2,1
3748,3062316,498162,ES2,0
3749,3062316,216239,ES2,1
3750,3062316,60700,ES2,0
3751,5743,216453,ES2,0
3752,5743,11520894,ES2,0
3753,46926350,46239015,ES2,0
3754,31703,24856436,ES2,0
3755,31703,24856436,ES2,1
3756,31703,46926350,ES2,1
3757,31703,46926350,ES2,0
3758,31703,5288382,ES2,1
3759,31703,5288382,ES2,0
3760,31703,216453,ES2,0
3761,31703,208908,ES2,1
3762,31703,208908,ES2,0
3763,31703,24958200,ES2,0
3764,31703,11520894,ES2,0
3765,31703,46239015,ES2,1
3766,31703,216239,ES2,0
3767,31703,5329102,ES2,0
3768,31703,5394,ES2,0
3769,31703,5311,ES2,1
3770,176870,11960529,ES2,1
3771,176870,3062316,ES2,1
3772,176870,11520894,ES2,1
3773,176870,498162,ES2,0
3774,176870,216239,ES2,1
3775,36462,11960529,ES2,0
3776,36462,24856436,ES2,1
3777,36462,11977753,ES2,0
3778,36462,11977753,ES2,1
3779,36462,387447,ES2,1
3780,36462,3062316,ES2,0
3781,36462,46926350,ES2,1
3782,36462,46926350,ES2,0
3783,36462,5288382,ES2,1
3784,36462,24964624,ES2,1
3785,36462,24958200,ES2,1
3786,36462,24748204,ES2,1
3787,36462,11520894,ES2,0
3788,36462,11520894,ES2,1
3789,36462,46239015,ES2,1
3790,36462,9826528,ES2,1
3791,36462,5329102,ES2,0
3792,36462,5394,ES2,0
3793,36462,5394,ES2,1
3794,36462,5311,ES2,1
3795,5288382,11977753,ES2,1
3796,5288382,498162,ES2,0
3797,5288382,104842,ES2,0
3798,5288382,104842,ES2,1
3799,5288382,216239,ES2,1
3800,5288382,60700,ES2,1
3801,60749,11960529,ES2,0
3802,60749,24856436,ES2,1
3803,60749,208908,ES2,0
3804,60749,216239,ES2,0
3805,60749,5329102,ES2,0
3806,60749,5394,ES2,0
3807,216453,11960529,ES2,0
3808,216453,24856436,ES2,1
3809,216453,11977753,ES2,1
3810,216453,387447,ES2,1
3811,216453,3062316,ES2,1
3812,216453,176870,ES2,1
3813,216453,36462,ES2,0
3814,216453,36462,ES2,1
3815,216453,5288382,ES2,1
3816,216453,208908,ES2,0
3817,216453,208908,ES2,1
3818,216453,24964624,ES2,0
3819,216453,24958200,ES2,1
3820,216453,24958200,ES2,0
3821,216453,24748204,ES2,1
3822,216453,11520894,ES2,1
3823,216453,46239015,ES2,1
3824,216453,498162,ES2,0
3825,216453,9826528,ES2,1
3826,216453,216239,ES2,1
3827,216453,5329102,ES2,1
3828,216453,5394,ES2,0
3829,216453,5394,ES2,1
3830,216453,60700,ES2,1
3831,216453,5311497,ES2,1
3832,216453,5311,ES2,1
3833,208908,11960529,ES2,0
3834,208908,11977753,ES2,1
3835,208908,11977753,ES2,0
3836,208908,387447,ES2,1
3837,208908,3062316,ES2,0
3838,208908,46926350,ES2,1
3839,208908,5288382,ES2,0
3840,208908,5288382,ES2,1
3841,208908,24964624,ES2,1
3842,208908,24958200,ES2,1
3843,208908,24958200,ES2,0
3844,208908,24748204,ES2,0
3845,208908,24748204,ES2,1
3846,208908,11520894,ES2,1
3847,208908,11520894,ES2,0
3848,208908,46239015,ES2,0
3849,208908,46239015,ES2,1
3850,208908,498162,ES2,0
3851,208908,9826528,ES2,1
3852,208908,9826528,ES2,0
3853,208908,104842,ES2,1
3854,208908,216239,ES2,1
3855,208908,60700,ES2,1
3856,4091,11960529,ES2,0
3857,4091,24856436,ES2,1
3858,4091,24856436,ES2,0
3859,4091,11977753,ES2,1
3860,4091,387447,ES2,1
3861,4091,3062316,ES2,0
3862,4091,46926350,ES2,0
3863,4091,176870,ES2,1
3864,4091,5288382,ES2,0
3865,4091,216453,ES2,1
3866,4091,216453,ES2,0
3867,4091,208908,ES2,0
3868,4091,24964624,ES2,1
3869,4091,24964624,ES2,0
3870,4091,24958200,ES2,1
3871,4091,24958200,ES2,0
3872,4091,24748204,ES2,0
3873,4091,24748204,ES2,1
3874,4091,11520894,ES2,0
3875,4091,46239015,ES2,0
3876,4091,9826528,ES2,0
3877,4091,9826528,ES2,1
3878,4091,216239,ES2,1
3879,4091,216239,ES2,0
3880,4091,5329102,ES2,1
3881,4091,5329102,ES2,0
3882,4091,5394,ES2,0
3883,4091,5311,ES2,0
3884,126941,11960529,ES2,0
3885,126941,11977753,ES2,0
3886,126941,5288382,ES2,0
3887,126941,216453,ES2,0
3888,126941,208908,ES2,1
3889,126941,24958200,ES2,0
3890,126941,24748204,ES2,0
3891,126941,11520894,ES2,0
3892,126941,9826528,ES2,0
3893,126941,5329102,ES2,0
3894,126941,5394,ES2,0
3895,126941,5311,ES2,0
3896,5746,24856436,ES2,1
3897,5746,11977753,ES2,1
3898,5746,387447,ES2,1
3899,5746,46926350,ES2,1
3900,5746,176870,ES2,0
3901,5746,5288382,ES2,1
3902,5746,216453,ES2,0
3903,5746,208908,ES2,1
3904,5746,24964624,ES2,1
3905,5746,24958200,ES2,1
3906,5746,24748204,ES2,1
3907,5746,11520894,ES2,1
3908,5746,46239015,ES2,1
3909,5746,9826528,ES2,1
3910,5746,216239,ES2,0
3911,5746,5329102,ES2,1
3912,5746,5394,ES2,1
3913,5746,5311,ES2,1
3914,24964624,11960529,ES2,0
3915,24964624,387447,ES2,0
3916,24964624,3062316,ES2,0
3917,24964624,3062316,ES2,1
3918,24964624,176870,ES2,1
3919,24964624,11520894,ES2,1
3920,24964624,498162,ES2,0
3921,24964624,104842,ES2,1
3922,24964624,216239,ES2,1
3923,59691338,3385,ES2,1
3924,59691338,11960529,ES2,1
3925,59691338,24856436,ES2,1
3926,59691338,387447,ES2,1
3927,59691338,2567,ES2,1
3928,59691338,2907,ES2,1
3929,59691338,3062316,ES2,0
3930,59691338,176870,ES2,1
3931,59691338,36462,ES2,1
3932,59691338,5288382,ES2,1
3933,59691338,216453,ES2,1
3934,59691338,216453,ES2,0
3935,59691338,208908,ES2,0
3936,59691338,208908,ES2,1
3937,59691338,4091,ES2,0
3938,59691338,126941,ES2,1
3939,59691338,5746,ES2,1
3940,59691338,24964624,ES2,0
3941,59691338,24958200,ES2,0
3942,59691338,24748204,ES2,0
3943,59691338,24748204,ES2,1
3944,59691338,11520894,ES2,0
3945,59691338,46239015,ES2,1
3946,59691338,15953832,ES2,0
3947,59691338,15953832,ES2,1
3948,59691338,498162,ES2,0
3949,59691338,36314,ES2,1
3950,59691338,9826528,ES2,1
3951,59691338,104842,ES2,0
3952,59691338,216239,ES2,1
3953,59691338,5329102,ES2,1
3954,59691338,5394,ES2,0
3955,59691338,13342,ES2,0
3956,59691338,5311497,ES2,1
3957,24958200,11960529,ES2,0
3958,24958200,11977753,ES2,1
3959,24958200,11977753,ES2,0
3960,24958200,387447,ES2,1
3961,24958200,3062316,ES2,0
3962,24958200,46926350,ES2,0
3963,24958200,46926350,ES2,1
3964,24958200,176870,ES2,0
3965,24958200,176870,ES2,1
3966,24958200,5288382,ES2,1
3967,24958200,24964624,ES2,0
3968,24958200,24964624,ES2,1
3969,24958200,11520894,ES2,0
3970,24958200,46239015,ES2,0
3971,24958200,498162,ES2,0
3972,24958200,9826528,ES2,0
3973,24958200,104842,ES2,1
3974,24958200,216239,ES2,1
3975,24958200,60700,ES2,1
3976,24748204,11977753,ES2,1
3977,24748204,387447,ES2,1
3978,24748204,3062316,ES2,0
3979,24748204,46926350,ES2,0
3980,24748204,5288382,ES2,1
3981,24748204,24964624,ES2,0
3982,24748204,24958200,ES2,1
3983,24748204,11520894,ES2,0
3984,24748204,498162,ES2,0
3985,24748204,9826528,ES2,1
3986,24748204,104842,ES2,1
3987,24748204,104842,ES2,0
3988,24748204,216239,ES2,1
3989,24748204,60700,ES2,1
3990,11520894,11977753,ES2,1
3991,11520894,46926350,ES2,0
3992,11520894,46926350,ES2,1
3993,11520894,5288382,ES2,1
3994,11520894,46239015,ES2,1
3995,11520894,498162,ES2,0
3996,11520894,104842,ES2,0
3997,11520894,216239,ES2,1
3998,11520894,60700,ES2,1
3999,15953832,3385,ES2,1
4000,15953832,11960529,ES2,0
4001,15953832,24856436,ES2,0
4002,15953832,24856436,ES2,1
4003,15953832,11977753,ES2,1
4004,15953832,387447,ES2,1
4005,15953832,2567,ES2,1
4006,15953832,2907,ES2,0
4007,15953832,3062316,ES2,0
4008,15953832,46926350,ES2,0
4009,15953832,31703,ES2,0
4010,15953832,176870,ES2,1
4011,15953832,36462,ES2,0
4012,15953832,5288382,ES2,0
4013,15953832,216453,ES2,0
4014,15953832,208908,ES2,1
4015,15953832,4091,ES2,0
4016,15953832,126941,ES2,0
4017,15953832,24964624,ES2,0
4018,15953832,24958200,ES2,0
4019,15953832,24748204,ES2,0
4020,15953832,11520894,ES2,0
4021,15953832,11520894,ES2,1
4022,15953832,46239015,ES2,0
4023,15953832,46239015,ES2,1
4024,15953832,498162,ES2,0
4025,15953832,36314,ES2,1
4026,15953832,9826528,ES2,0
4027,15953832,104842,ES2,1
4028,15953832,216239,ES2,1
4029,15953832,5329102,ES2,1
4030,15953832,5394,ES2,0
4031,15953832,60700,ES2,1
4032,15953832,13342,ES2,1
4033,15953832,5311497,ES2,1
4034,15953832,5311,ES2,0
4035,498162,46239015,ES2,0
4036,498162,216239,ES2,0
4037,36314,24856436,ES2,1
4038,36314,11977753,ES2,1
4039,36314,387447,ES2,1
4040,36314,46926350,ES2,1
4041,36314,5288382,ES2,1
4042,36314,216453,ES2,1
4043,36314,208908,ES2,1
4044,36314,24958200,ES2,1
4045,36314,24958200,ES2,0
4046,36314,24748204,ES2,1
4047,36314,11520894,ES2,1
4048,36314,46239015,ES2,1
4049,36314,9826528,ES2,1
4050,36314,216239,ES2,1
4051,36314,5329102,ES2,1
4052,36314,5394,ES2,1
4053,36314,5311,ES2,1
4054,9826528,11960529,ES2,0
4055,9826528,11977753,ES2,1
4056,9826528,387447,ES2,1
4057,9826528,3062316,ES2,1
4058,9826528,46926350,ES2,0
4059,9826528,5288382,ES2,1
4060,9826528,11520894,ES2,1
4061,9826528,46239015,ES2,1
4062,9826528,498162,ES2,0
4063,9826528,216239,ES2,1
4064,9826528,60700,ES2,1
4065,104842,46926350,ES2,0
4066,104842,216239,ES2,1
4067,216239,46926350,ES2,1
4068,5329102,11960529,ES2,0
4069,5329102,24856436,ES2,1
4070,5329102,11977753,ES2,1
4071,5329102,387447,ES2,1
4072,5329102,3062316,ES2,1
